ticker,issuer_name
KVU_CL,Structured Products Corp. (KVU.CL)
KVW_CL,Structured Products Corp. (KVW.CL)
KVZ,(KVZ)
KVZ_CL,(KVZ.CL)
KW,Kennedy-Wilson Holdings Inc (KW)
KWD,Kellwood Co. (KWD)
KWEB,Krane Shares Trust (KWEB)
KWK,"Quicksilver Resources, Inc. (KWK)"
KWKW,(KWKw)
KWN,"Kennedy-Wilson, Inc. (KWN)"
KWN_CL,Kennedy Wilson Holdings Inc (KWN.CL)
KWR,Quaker Chemical Corp. (KWR)
KWT,iShares Trust (KWT)
KXI,BlackRock Institutional Trust Company N.A. (KXI)
KXIN,Kaixin Auto Holdings (KXIN)
KXINW,Kaixin Auto Holdings (KXINW)
KYE,Kayne Anderson Energy Total Return Fund Inc (KYE)
KYE_1,"Kayne Anderson Capital Advisors, L.P. (KYE)"
KYMR,Kymera Therapeutics Inc (KYMR)
KYN,Kayne Anderson Energy Infrastructure Fund Inc (KYN)
KYN_P_E_CL,Kayne Anderson Mlp Investment Company (KYNpE.CL)
KYN_P_F_CL,Kayne Anderson MLP/Midstream Investment Co (KYNpF.CL)
KYN_P_G_CL,Kayne Anderson Mlp Investment Company (KYNpG.CL)
KYN_P_RD_CL,Kayne Anderson Mlp Investment Company (KYNpRD.CL)
KYN_P_RF,Kayne Anderson MLP Investment Co. (KYNpRF)
KYO,Kyocera Corporation (KYO)
KZIA,Kazia Therapeutics Limited (KZIA)
KZR,Kezar Life Sciences Inc (KZR)
L,Loews Corp. (L)
LAB,"Labranche & Co., Inc. (LAB)"
LABD,Direxion Shares ETF Trust (LABD)
LABL,Multi-Color Corp. (LABL)
LABU,Direxion Shares ETF Trust (LABU)
LAC,Lithium Americas Corp (LAC)
LACK,Direxion Shares ETF Trust (LACK)
LACQ,Leisure Acquisition Corp (LACQ)
LACQU,Leisure Acquisition Corp (LACQU)
LACQW,Leisure Acquisition Corp (LACQW)
LAD,"Lithia Motors, Inc. (LAD)"
LADR,Ladder Capital Corp (LADR)
LAIX,LAIX Inc (LAIX)
LAKE,"Lakeland Industries, Inc. (LAKE)"
LALT,Invesco Capital Management LLC (LALT)
LAMR,Lamar Advertising Co (LAMR)
LANC,Lancaster Colony Corp. (LANC)
LAND,Gladstone Land Corp (LAND)
LANDO,Gladstone Land Corp (LANDO)
LANDP,Gladstone Land Corp (LANDP)
LAQ,Aberdeen Latin America Equity Fund Inc (LAQ)
LARK,Landmark Bancorp Inc (LARK)
LAS,Lentuo International Inc (LAS)
LASR,nLIGHT Inc (LASR)
LATN,Union Acquisition Corp II (LATN)
LATNU,Union Acquisition Corp II (LATNU)
LATNW,Union Acquisition Corp II (LATNW)
LAUR,Laureate Education Inc (LAUR)
LAWS,"Lawson Products, Inc. (LAWS)"
LAYN,Layne Christensen Co. (LAYN)
LAZ,Lazard Ltd. (LAZ)
LAZY,Lazydays Holdings Inc (LAZY)
LB,L Brands Inc (LB)
LB_1,"Labarge, Inc. (LB)"
LBAI,"Lakeland Bancorp, Inc. (LBAI)"
LBC,Luther Burbank Corp (LBC)
LBDC,UBS AG London Branch (LBDC)
LBF,Deutsche Global High Income Fund Inc (LBF)
LBJ,Direxion Shares ETF Trust (LBJ)
LBRDA,Liberty Broadband Corp (LBRDA)
LBRDK,Liberty Broadband Corp (LBRDK)
LBRT,Liberty Oilfield Services Inc (LBRT)
LBTYA,Liberty Global plc (LBTYA)
LBTYA_1,Liberty Global Plc (LBTYA)
LBTYB,Liberty Global plc (LBTYB)
LBTYK,Liberty Global plc (LBTYK)
LBTYK_1,Liberty Global Plc (LBTYK)
LBY,Libbey Inc. (LBY)
LC,LendingClub Corp (LC)
LCA,Landcadia Holdings II Inc (LCA)
LCAHU,Landcadia Holdings II Inc (LCAHU)
LCAHU_1,Landcadia Holdings Inc (LCAHU)
LCAHW,Landcadia Holdings II Inc (LCAHW)
LCAPU,Lionheart Acquisition Corp II (LCAPU)
LCC,"US Airways Group, Inc. (LCC)"
LCI,"Lannett Co., Inc. (LCI)"
LCII,LCI Industries (LCII)
LCM,Advent-Claymore Enhanced Growth & Income Fund (LCM)
LCNB,LCNB Corp (LCNB)
LCR,Leuthold Funds Inc (LCR)
LCTX,Lineage Cell Therapeutics Inc (LCTX)
LCUT,"Lifetime Brands, Inc. (LCUT)"
LCYAU,Landcadia Holdings III Inc (LCYAU)
LD,Barclays Bank PLC (LD)
LDEM,iShares Trust (LDEM)
LDF,Latin American Discovery Fund Inc (LDF)
LDF_1,"Latin American Discovery Fund, Inc. (LDF)"
LDG,Longs Drug Stores Corp. (LDG)
LDK,LDK Solar Co. Ltd. (LDK)
LDL,"Lydall, Inc. (LDL)"
LDOS,Leidos Holdings Inc (LDOS)
LDOSW,Leidos Holdings Inc (LDOSw)
LDOSW_,Leidos Holdings Inc (LDOSw_)
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc (LDP)
LDR,"Landauer, Inc. (LDR)"
LDRI,Invesco Capital Management LLC (LDRI)
LDRS,Innovator ETFs Trust (LDRS)
LDSF,First Trust Exchange-Traded Fund VIII (LDSF)
LDUR,Pimco Exchange Traded Fund (LDUR)
LDZ,(LDZ)
LE,"Lands` End, Inc. (LE)"
LEA,Lear Corp. (LEA)
LEA_1,Lear Corp. (LEA)
LEAD,Reality Shares Advisors LLC (LEAD)
LEAF,Leaf Group Ltd (LEAF)
LEAP_U,Ribbit LEAP Ltd (LEAP.U)
LEAW_,(LEAw_)
LECO,"Lincoln Electric Holdings, Inc. (LECO)"
LEDS,Semileds Corp (LEDS)
LEE,"Lee Enterprises, Inc. (LEE)"
LEG,"Leggett & Platt, Inc. (LEG)"
LEGH,Legacy Housing Corp (LEGH)
LEGN,Legend Biotech Corp (LEGN)
LEGR,First Trust Exchange-Traded Fund VI (LEGR)
LEH,Lehman Brothers Holdings Inc. (LEH)
LEH_P_C_,Lehman Brothers Holdings Inc. (LEHpC_)
LEH_P_D_,Lehman Brothers Holdings Inc. (LEHpD_)
LEH_P_F_,Lehman Brothers Holdings Inc. (LEHpF_)
LEH_P_G_,Lehman Brothers Holdings Inc. (LEHpG_)
LEH_P_J_,Lehman Brothers Holdings Inc. (LEHpJ_)
LEH_P_K,LEHMAN BROS HLDGS CAP TR III (LEHpK)
LEH_P_K_,(LEHpK_)
LEH_P_K_1,(LEHpK)
LEH_P_L,LEHMAN BROS HLDGS CAP TR IV (LEHpL)
LEH_P_L_,(LEHpL_)
LEH_P_L_1,(LEHpL)
LEH_P_M_,Lehman Brothers Holdings Capital Trust V (LEHpM_)
LEH_P_N_,Lehman Brothers Holdings Inc. (LEHpN_)
LEH_P_P_,Lehman Brothers Holdings Inc. (LEHpP_)
LEJU,Leju Holdings Ltd (LEJU)
LEMB,BlackRock Institutional Trust Company N.A. (LEMB)
LEN,Lennar Corp. (LEN)
LEN_1,Lennar Corp. (LEN)
LENB,Lennar Corp. (LENB)
LEN_B,Lennar Corp. (LEN.B)
LENS,Presbia PLC (LENS)
LEO,BNY Mellon Strategic Municipals Inc (LEO)
LEU,Centrus Energy Corp (LEU)
LEVI,Levi Strauss & Co. (LEVI)
LEVL,Level One Bancorp Inc (LEVL)
LEVLP,Level One Bancorp Inc (LEVLP)
LEXEA,Liberty Expedia Holdings Inc (LEXEA)
LEXEB,Liberty Expedia Holdings Inc (LEXEB)
LF,Leapfrog Enterprises Inc. (LF)
LFAC,LF Capital Acquisition Corp (LFAC)
LFACU,LF Capital Acquisition Corp (LFACU)
LFACW,LF Capital Acquisition Corp (LFACW)
LFB,Longview Fibre Co. (LFB)
LFC,China Life Insurance Co (LFC)
LFEQ,VanEck Vectors ETF Trust (LFEQ)
LFG,Libra Capital SA (LFG)
LFT,Longtop Financial Technologies Ltd (LFT)
LFUS,"Littelfuse, Inc. (LFUS)"
LFVN,Lifevantage Corporation (LFVN)
LGC,Legacy Acquisition Corp (LGC)
LGCU,Legacy Acquisition Corp (LGCU)
LGC_U,Legacy Acquisition Corp (LGC.U)
LGCWS,Legacy Acquisition Corp (LGCWS)
LGC_WS,Legacy Acquisition Corp (LGC.WS)
LGCY,Legacy Reserves Inc (LGCY)
LGCY_1,Legacy Reserves LP (LGCY)
LGCYO,Legacy Reserves LP (LGCYO)
LGCYP,Legacy Reserves LP (LGCYP)
LGF,Lions Gate Entertainment Corp. (LGF)
LGFA,Lions Gate Entertainment Corp. (LGFA)
LGF_A,Lions Gate Entertainment Corp. (LGF.A)
LGFB,Lions Gate Entertainment Corp. (LGFB)
LGF_B,Lions Gate Entertainment Corp. (LGF.B)
LGH,Northern Lights Fund Trust III (LGH)
LGHL,Lion Group Holding Ltd (LGHL)
LGHLW,Lion Group Holding Ltd (LGHLW)
LGI,Lazard Global Total Return and Income Fund Inc (LGI)
LGIH,LGI Homes Inc (LGIH)
LGL,LGL Group Inc (LGL)
LGLV,SPDR Series Trust (LGLV)
LGND,"Ligand Pharmaceuticals, Inc. (LGND)"
LGOV,First Trust Exchange-Traded Fund IV (LGOV)
LG_P_A,LACLEDE CP TR I 7.70 (LGpA)
LG_P_A_,(LGpA_)
LG_P_A_1,(LGpA)
LGVW,Longview Acquisition Corp (LGVW)
LGVW_U,Longview Acquisition Corp (LGVW.U)
LGVW_WS,Longview Acquisition Corp (LGVW.WS)
LH,Laboratory Corp. Of America Holdings (LH)
LHC,Leo Holdings Corp (LHC)
LHCG,LHC Group Inc (LHCG)
LHCU,Leo Holdings Corp (LHCU)
LHC_U,Leo Holdings Corp (LHC.U)
LHC_WS_1,Leo Holdings Corp (LHC.WS)
LHO,LaSalle Hotel Properties (LHO)
LHO_P_A_,(LHOpA_)
LHO_P_A_CL,LaSalle Hotel Properties (LHOpA.CL)
LHO_P_B_CL,LaSalle Hotel Properties (LHOpB.CL)
LHO_P_H_CL,LaSalle Hotel Properties (LHOpH.CL)
LHO_P_I,LaSalle Hotel Properties (LHOpI)
LHO_P_J,LaSalle Hotel Properties (LHOpJ)
LHO_P_RD_CL,LaSalle Hotel Properties (LHOpRD.CL)
LHO_P_RE_CL,LaSalle Hotel Properties (LHOpRE.CL)
LHO_P_RG_CL,LaSalle Hotel Properties (LHOpRG.CL)
LHO_P_RI,LaSalle Hotel Properties (LHOpRI)
LHO_P_RJ,LaSalle Hotel Properties (LHOpRJ)
LHX,L3Harris Technologies Inc (LHX)
LI,Li Auto Inc (LI)
LI_1,Laidlaw International (LI)
LIFE,Atyr Pharma Inc (LIFE)
LII,Lennox International Inc (LII)
LILA,Liberty Latin America Ltd (LILA)
LILAK,Liberty Latin America Ltd (LILAK)
LILAR,Liberty Latin America Ltd (LILAR)
LIN,Linde Plc (LIN)
LINC,Lincoln Educational Services Corp (LINC)
LIND,Lindblad Expeditions Holdings Inc (LIND)
LINDW,Lindblad Expeditions Holdings Inc (LINDW)
LINK,Interlink Electronics (LINK)
LINU,LiNiu Technology Group (LINU)
LINX,Linx S.A. (LINX)
LION,Fidelity Southern Corp. (LION)
LIQT,LiqTech International Inc (LIQT)
LIT,Global X Funds (LIT)
LITB,LightInTheBox Holding Co Ltd (LITB)
LITE,Lumentum Holdings Inc (LITE)
LIVE,Live Ventures Inc (LIVE)
LIVK,LIV Capital Acquisition Corp (LIVK)
LIVKU,LIV Capital Acquisition Corp (LIVKU)
LIVKW,LIV Capital Acquisition Corp (LIVKW)
LIVN,LivaNova PLC (LIVN)
LIVX,LiveXLive Media Inc (LIVX)
LIZI,Lizhi Inc (LIZI)
LJPC,La Jolla Pharmaceutical Co. (LJPC)
LK,Luckin Coffee Inc (LK)
LKCO,Luokung Technology Corp (LKCO)
LKCO_1,Luokung Technology Corp (LKCO)
LKFN,Lakeland Financial Corp. (LKFN)
LKM,Link Motion Inc (LKM)
LKOR,FlexShares Trust (LKOR)
LKQ,LKQ Corp (LKQ)
LKSD,LSC Communications Inc (LKSD)
LL,Lumber Liquidators Holdings Inc (LL)
LLEX,Lilis Energy Inc (LLEX)
LLIT,Lianluo Smart Ltd (LLIT)
LLL,L3 Technologies Inc (LLL)
LLLW_,L-3 Communications Holdings Inc (LLLw_)
LLNW,Limelight Networks Inc (LLNW)
LLQD,BlackRock Institutional Trust Company N.A. (LLQD)
LLY,Lilly(Eli) & Co (LLY)
LLY_WD,Eli Lilly and Co (LLY.WD)
LM,"Legg Mason, Inc. (LM)"
LMAT,Lemaitre Vascular Inc (LMAT)
LMB,Limbach Holdings Inc (LMB)
LMBS,First Trust Exchange-Traded Fund III (LMBS)
LMC,Lundin Mining Corp. (LMC)
LMFA,LM Funding America Inc (LMFA)
LMFAW,LM Funding America Inc (LMFAW)
LMHA,"Legg Mason, Inc. (LMHA)"
LMHA_1,Legg Mason Inc (LMHA)
LMHB,"Legg Mason, Inc. (LMHB)"
LMI,"Legg Mason, Inc. (LMI)"
LMI_1,"Legg Mason, Inc. (LMI)"
LMLB,UBS AG London Branch (LMLB)
LMLP,UBS AG London Branch (LMLP)
LMND,Lemonade Inc (LMND)
LMNL,Liminal Biosciences Inc (LMNL)
LMNR,Limoneira Co (LMNR)
LMNX,Luminex Corp (LMNX)
LMPX,Lmp Automotive Holdings Inc (LMPX)
LMRK,Landmark Infrastructure Partners LP (LMRK)
LMRKN,Landmark Infrastructure Partners LP (LMRKN)
LMRKO,Landmark Infrastructure Partners LP (LMRKO)
LMRKP,Landmark Infrastructure Partners LP (LMRKP)
LMS,Lamson & Sessions Co. (LMS)
LMST,Limestone Bancorp Inc (LMST)
LMT,Lockheed Martin Corp. (LMT)
LMT_WD,Lockheed Martin Corp (LMT.WD)
LN,Line Corporation (LN)
LNC,Lincoln National Corp. (LNC)
LNC_P_F_,Lincoln National Capital VI (LNCpF_)
LNC_P_F_CL,Lincoln National Capital VI (LNCpF.CL)
LNC_P_G_CL,Lincoln National Corp. (LNCpG.CL)
LNC_P_R_,Lincoln National Corp. (LNCpR_)
LNCWS,Lincoln National Corp. (LNCWS)
LNC_WS,Lincoln National Corp. (LNC.WS)
LND,Brasilagro Companhia Brasileira De Propriedade Agricola (LND)
LNDC,Landec Corp. (LNDC)
LNG,Cheniere Energy Inc. (LNG)
LNGR,Global X Funds (LNGR)
LNKD_1,LinkedIn Corp (LNKD)
LNN,Lindsay Corporation (LNN)
LNSR,LENSAR Inc (LNSR)
LNT,Alliant Energy Corp. (LNT)
LNTH,Lantheus Holdings Inc (LNTH)
LNX,Lenox Group Inc. (LNX)
LNY,"Landrys Restaurants, Inc. (LNY)"
LO,Lorillard Inc (LO)
LOAC,Longevity Acquisition Corp (LOAC)
LOACR,Longevity Acquisition Corp (LOACR)
LOACU,Longevity Acquisition Corp (LOACU)
LOACW,Longevity Acquisition Corp (LOACW)
LOAK,Live Oak Acquisition Corp (LOAK)
LOAK_U,Live Oak Acquisition Corp (LOAK.U)
LOAK_WS,Live Oak Acquisition Corp (LOAK.WS)
LOAN,Manhattan Bridge Capital Inc (LOAN)
LOB,Live Oak Bancshares Inc (LOB)
LOCK_1,LifeLock Inc (LOCK)
LOCO,El Pollo Loco Holdings Inc (LOCO)
LODE,Comstock Mining Inc (LODE)
LOGC,LogicBio Therapeutics Inc (LOGC)
LOGI,Logitech International S.A. (LOGI)
LOGM,LogMeIn Inc (LOGM)
LOGO,Global X Funds (LOGO)
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima (LOMA)
LONE,Lonestar Resources US Inc (LONE)
LOOP,Loop Industries Inc (LOOP)
LOPE,Grand Canyon Education Inc (LOPE)
LOR,Lazard World Dividend & Income Fund Inc (LOR)
LORL,Loral Space & Communications Inc (LORL)
LOUP,Innovator ETFs Trust (LOUP)
LOV,Spark Networks SE (LOV)
LOVE,Lovesac Company (LOVE)
LOW,"Lowe`s Cos., Inc. (LOW)"
LOW_,(LOw_)
LOWC,SSgA Active Trust (LOWC)
LOXO,Loxo Oncology Inc (LOXO)
LPCN,Lipocine Inc (LPCN)
LPG,Dorian LPG Ltd (LPG)
LPI,Laredo Petroleum Inc. (LPI)
LPL,LG Display Co Ltd. (LPL)
LPLA,LPL Financial Holdings Inc (LPLA)
LPNT,LifePoint Health Inc (LPNT)
LPR,Lone Pine Resources Inc (LPR)
LPRO,Open Lending Corp (LPRO)
LPRO_1,Open Lending Corporation (LPRO)
LPRW_,LONE PINE RES-WI (LPRw_)
LPRW__1,0 (LPRw_)
LPS,Lender Processing Services Inc (LPS)
LPSN,Liveperson Inc (LPSN)
LPSW_,(LPSw_)
LPT,Liberty Property Trust (LPT)
LPTH,"Lightpath Technologies, Inc. (LPTH)"
LPTX,Leap Therapeutics Inc (LPTX)
LPX,Louisiana-Pacific Corp. (LPX)
LQ,La Quinta Holdings Inc (LQ)
LQ_1,Quinenco S.A. (LQ)
LQD,BlackRock Institutional Trust Company N.A. (LQD)
LQDA,Liquidia Technologies Inc (LQDA)
LQDH,BlackRock Institutional Trust Company N.A. (LQDH)
LQDI,BlackRock Institutional Trust Company N.A. (LQDI)
LQDT,Liquidity Services Inc (LQDT)
LQU,Quilmes Ind`l (Quinsa) SA. (LQU)
LR,Lafarge (LR)
LRCX,Lam Research Corp. (LRCX)
LRE,LRR Energy LP (LRE)
LRET,UBS AG (LRET)
LRGE,Legg Mason ETF Investment Trust (LRGE)
LRGF,BlackRock Institutional Trust Company N.A. (LRGF)
LRMR,Larimar Therapeutics Inc (LRMR)
LRN,K12 Inc (LRN)
LRNZ,Listed Funds Trust (LRNZ)
LRT,LL&E Royalty Trust (LRT)
LSAC,Lifesci Acquisition Corp (LSAC)
LSACU,Lifesci Acquisition Corp (LSACU)
LSACW,Lifesci Acquisition Corp (LSACW)
LSAF,Two Roads Shared Trust (LSAF)
LSBK,Lake Shore Bancorp (LSBK)
LSCC,Lattice Semiconductor Corp. (LSCC)
LSE,CapLease Inc (LSE)
LSE_P_RA_,CapLease Inc (LSEpRA_)
LSE_P_RB_,CapLease Inc (LSEpRB_)
LSE_P_RC_,CapLease Inc (LSEpRC_)
LSF,Laird Superfood Inc (LSF)
LSI,Life Storage Inc (LSI)
LSI_1,LSI Corporation (LSI)
LSLT,ETF Series Solutions Trust (LSLT)
LSLT_1,Salt Funds Trust (LSLT)
LSPD,Lightspeed POS Inc (LSPD)
LSS,"Lone Star Technologies, Inc. (LSS)"
LSST,Natixis ETF Trust (LSST)
LSTR,"Landstar System, Inc. (LSTR)"
LSVX,UBS AG London Branch (LSVX)
LSXMA,Liberty Media Corp. (LSXMA)
LSXMB,Liberty Media Corp. (LSXMB)
LSXMK,Liberty Media Corp. (LSXMK)
LSXMR,Liberty Media Corp. (LSXMR)
LTBR,Lightbridge Corp (LTBR)
LTC,"LTC Properties, Inc. (LTC)"
LTC_P_E_,"LTC Properties, Inc. (LTCpE_)"
LTC_P_F_CL,"LTC Properties, Inc. (LTCpF.CL)"
LTHM,Livent Corp (LTHM)
LTHMW,Livent Corp (LTHMw)
LTL,ProShares Trust (LTL)
LTM,LATAM Airlines Group S.A. (LTM)
LTM_1,Life Time Fitness Inc. (LTM)
LTN,Union Acquisition Corp (LTN)
LTNR,Union Acquisition Corp (LTNr)
LTNR_1,Union Acquisition Corp (LTNr)
LTN_U,Union Acquisition Corp (LTN.U)
LTN_WS,Union Acquisition Corp (LTN.WS)
LTPZ,Pimco Exchange Traded Fund (LTPZ)
LTRN,Lantern Pharma Inc (LTRN)
LTRPA,Liberty TripAdvisor Holdings Inc (LTRPA)
LTRPB,Liberty TripAdvisor Holdings Inc (LTRPB)
LTR_WD,(LTR.WD)
LTRX,Lantronix Inc (LTRX)
LTS,"Ladenburg Thalmann Financial Services, Inc. (LTS)"
LTSF,"Ladenburg Thalmann Financial Services, Inc. (LTSF)"
LTSH,"Ladenburg Thalmann Financial Services, Inc. (LTSH)"
LTSK,"Ladenburg Thalmann Financial Services, Inc. (LTSK)"
LTSL,"Ladenburg Thalmann Financial Services, Inc. (LTSL)"
LTS_P_A,"Ladenburg Thalmann Financial Services, Inc. (LTSpA)"
LTXB,LegacyTexas Financial Group Inc. (LTXB)
LUB,"Luby`s, Inc. (LUB)"
LULU,Lululemon Athletica inc. (LULU)
LUM,Luminent Mortgage Capital Inc (LUM)
LUMN,Lumen Technologies Inc (LUMN)
LUMO,Lumos Pharma Inc (LUMO)
LUNA,Luna Innovations Inc (LUNA)
LUNG,Pulmonx Corp (LUNG)
LUV,Southwest Airlines Co (LUV)
LUX,Luxottica Group. (LUX)
LVB,Steinway Musical Instruments Inc. (LVB)
LVGO,Livongo Health Inc (LVGO)
LVHD,Legg Mason ETF Investment Trust (LVHD)
LVHE,Legg Mason ETF Investment Trust (LVHE)
LVHI,Legg Mason ETF Investment Trust (LVHI)
LVIN,Lattice Strategies LLC (LVIN)
LVL,Invesco Capital Management LLC (LVL)
LVLT,Level 3 Communications Inc (LVLT)
LVLT_1,"Level 3 Communications, Inc. (LVLT)"
LVS,Las Vegas Sands Corp (LVS)
LVUS,Lattice Strategies LLC (LVUS)
LW,Lamb Weston Holdings Inc (LW)
LWAY,"Lifeway Foods, Inc. (LWAY)"
LX,LexinFintech Holdings Ltd (LX)
LXFR,Luxfer Holdings PLC (LXFR)
LXFR_2,Luxfer Holdings PLC (LXFR)
LXFR_3,Luxfer Holdings PLC (LXFR)
LXFT_1,Luxoft Holding Inc (LXFT)
LXK_1,"Lexmark International, Inc. (LXK)"
LXP,Lexington Realty Trust (LXP)
LXP_P_C,Lexington Realty Trust (LXPpC)
LXP_P_RB_CL,Lexington Realty Trust (LXPpRB.CL)
LXP_P_RC,Lexington Realty Trust (LXPpRC)
LXP_P_RD_CL,Lexington Realty Trust (LXPpRD.CL)
LXRX,Lexicon Pharmaceuticals Inc (LXRX)
LXU,"LSB Industries, Inc. (LXU)"
LYB,LyondellBasell Industries NV (LYB)
LYB_B,LyondellBasell Industries NV (LYB.B)
LYFT,Lyft Inc (LYFT)
LYG,Lloyds Banking Group plc (LYG)
LYG_P_A,Lloyds Banking Group plc (LYGpA)
LYG_P_A_CL,Lloyds Banking Group Plc (LYGpA.CL)
LYL,Dragon Victory International Ltd (LYL)
LYO,Lyondell Chemical Co (LYO)
LYRA,Lyra Therapeutics Inc (LYRA)
LYTS,LSI Industries Inc. (LYTS)
LYV,Live Nation Entertainment Inc (LYV)
LZ,Lubrizol Corp. (LZ)
LZB,La-Z-Boy Inc. (LZB)
M,Macy`s Inc (M)
MA,Mastercard Incorporated (MA)
MAA,"Mid-America Apartment Communities, Inc. (MAA)"
MAACU,Montes Archimedes Acquisition Corp (MAACU)
MAA_P_F_,(MAApF_)
MAA_P_F_CL,Malaysia Airport Holdings Bhd (MAApF.CL)
MAA_P_H_CL,"Mid-America Apartment Communities, Inc. (MAApH.CL)"
MAA_P_I,"Mid-America Apartment Communities, Inc. (MAApI)"
MAA_P_RI,"Mid-America Apartment Communities, Inc. (MAApRI)"
MAAX,VanEck Vectors ETF Trust (MAAX)
MAB,Eaton Vance Massachusetts Municipal Bond Fund (MAB)
MAC,Macerich Co. (MAC)
MACK,Merrimack Pharmaceuticals Inc (MACK)
MACQU,Priority Technology Holdings Inc (MACQU)
MAD,Invexans S.A. (MAD)
MAF,Pimco Municipal Advantage Fund Inc (MAF)
MAG,MAG Silver Corp. (MAG)
MAG_1,"Magnetek, Inc. (MAG)"
MAGA,ETF Series Solutions Trust (MAGA)
MAGS,Magal Security Systems (MAGS)
MAIN,Main Street Capital Corporation (MAIN)
MAMS,Mam Software Group Inc (MAMS)
MAN,ManpowerGroup (MAN)
MANH,"Manhattan Associates, Inc. (MANH)"
MANT,Mantech International Corp (MANT)
MANU,Manchester United Plc. (MANU)
MANU_1,"Manugistics Group, Inc. (MANU)"
MAR,"Marriott International, Inc. (MAR)"
MARA,Marathon Patent Group Inc (MARA)
MARK,Remark Holdings Inc (MARK)
MARPS,Marine Petroleum Trust (MARPS)
MARW_,MARRIOT INTERNATIONAL (MARw_)
MAS,Masco Corp. (MAS)
MASI,Masimo Corp (MASI)
MASW,Masco Corp (MASw)
MAT,"Mattel, Inc. (MAT)"
MATF,BlackRock Institutional Trust Company N.A. (MATF)
MATR,Mattersight Corp (MATR)
MATW,Matthews International Corp. (MATW)
MATX,Matson Inc (MATX)
MATX_1,"Matrix Pharmaceutical, Inc. (MATX)"
MATXW_,Matson Inc (MATXw_)
MAV,Pioneer Municipal High Income Advantage Trust (MAV)
MAXN,Maxeon Solar Technologies Ltd (MAXN)
MAXR,Maxar Technologies Inc (MAXR)
MAXR_1,Maxar Technologies Ltd (MAXR)
MAY,Malaysia Fund Inc (MAY)
MAYS,J.W. Mays Inc. (MAYS)
MB,Mindbody Inc (MB)
MBB,BlackRock Institutional Trust Company N.A. (MBB)
MBCN,Middlefield Banc Corp. (MBCN)
MBFI,MB Financial Inc. (MBFI)
MBFIO,MB Financial Inc. (MBFIO)
MBI,MBIA Inc. (MBI)
MBII,Marrone Bio Innovations Inc (MBII)
MBIN,Merchants Bancorp (MBIN)
MBINO,Merchants Bancorp (MBINO)
MBINP,Merchants Bancorp (MBINP)
MBIO,Mustang Bio Inc (MBIO)
MBLY,Mobileye NV (MBLY)
MBLY_1,Mobileye N.V. (MBLY)
MBNKP,Medallion Bank (MBNKP)
MBOT,Microbot Medical Inc (MBOT)
MBRX,Moleculin Biotech Inc (MBRX)
MBSD,FlexShares Trust (MBSD)
MBT,Mobile Telesystems PJSC (MBT)
MBTF,M B T Financial Corp. (MBTF)
MBUU,Malibu Boats Inc (MBUU)
MBVX,MabVax Therapeutics Holdings Inc (MBVX)
MBWM,Mercantile Bank Corp. (MBWM)
MC,Moelis & Co (MC)
MCA,BlackRock MuniYield California Quality Fund Inc (MCA)
MCAC,Mountain Crest Acquisition Corp (MCAC)
MCACR,Mountain Crest Acquisition Corp (MCACR)
MCACU,Mountain Crest Acquisition Corp (MCACU)
MCB,Metropolitan Bank Holding Corp (MCB)
MCB_1,Morgan Stanley (MCB)
MCBC,Macatawa Bank Corp. (MCBC)
MCBS,MetroCity Bankshares Inc (MCBS)
MCC,Medley Capital Corp (MCC)
MCD,McDonald`s Corp (MCD)
MCEF,First Trust Exchange-Traded Fund VIII (MCEF)
MCEP,Mid-Con Energy Partners LP (MCEP)
MCF,Contango Oil & Gas Company (MCF)
MCFT,MasterCraft Boat Holdings Inc (MCFT)
MCHI,BlackRock Institutional Trust Company N.A. (MCHI)
MCHP,"Microchip Technology, Inc. (MCHP)"
MCHX,Marchex Inc (MCHX)
MCI,Barings Corporate Investors (MCI)
MCI_1,Massmutual Corporate Investors Inc. (MCI)
MCK,Mckesson Corporation (MCK)
MCK_WD,McKesson Corporation (MCK.WD)
MCMJ,Merida Merger Corp I (MCMJ)
MCMJU,Merida Merger Corp I (MCMJU)
MCMJW,Merida Merger Corp I (MCMJW)
MCN,Madison Covered Call & Equity Strategy Fund (MCN)
MCO,Moody`s Corp. (MCO)
MCP,Molycorp Inc (MCP)
MCP_P_RA,Molycorp Inc (MCPpRA)
MCQ,Medley Capital Corp (MCQ)
MCQ_CL,Medley Capital Corporation (MCQ.CL)
MCR,MFS Charter Income Trust (MCR)
MCRB,Seres Therapeutics Inc (MCRB)
MCRI,"Monarch Casino & Resort, Inc. (MCRI)"
MCRN_1,Milacron Holdings Corp (MCRN)
MCRO,IndexIQ ETF Trust (MCRO)
MCS,Marcus Corp. (MCS)
MCV,Medley Capital Corp (MCV)
MCX,Medley Capital Corp (MCX)
MCX_1,MC Shipping Inc. (MCX)
MCY,Mercury General Corp. (MCY)
MD,MEDNAX Inc (MD)
MDB,MongoDB Inc (MDB)
MDC,"M.D.C. Holdings, Inc. (MDC)"
MDCA,MDC Partners Inc. (MDCA)
MDCO,Medicines Co (MDCO)
MDF,Metropolitan Health Networks Inc. (MDF)
MDG,Meridian Gold Inc (MDG)
MDGL,Madrigal Pharmaceuticals Inc (MDGL)
MDGS,Medigus Ltd. (MDGS)
