ticker,issuer_name
GSMGW,Glory Star New Media Group Holdings Limited (GSMGW)
GSN_B,"Goldman Sachs Group, Inc. (GSN.B)"
GSN_C,(GSN.C)
GSN_D,"Goldman Sachs Group, Inc. (GSN.D)"
GSOL,Global Sources Ltd. (GSOL)
GSP,Barclays Bank PLC (GSP)
GS_P_A,"Goldman Sachs Group, Inc. (GSpA)"
GS_P_B,Goldman Sachs Group Inc (GSpB)
GS_P_B_CL,"Goldman Sachs Group, Inc. (GSpB.CL)"
GS_P_C,"Goldman Sachs Group, Inc. (GSpC)"
GS_P_D,"Goldman Sachs Group, Inc. (GSpD)"
GS_P_I_CL,"Goldman Sachs Group, Inc. (GSpI.CL)"
GS_P_J,"Goldman Sachs Group, Inc. (GSpJ)"
GS_P_K,"Goldman Sachs Group, Inc. (GSpK)"
GS_P_N,"Goldman Sachs Group, Inc. (GSpN)"
GS_P_RA,"Goldman Sachs Group, Inc. (GSpRA)"
GS_P_RB,"Goldman Sachs Group, Inc. (GSpRB)"
GS_P_RC,"Goldman Sachs Group, Inc. (GSpRC)"
GS_P_RICL,"Goldman Sachs Group, Inc. (GSpRICL)"
GS_P_RJ,"Goldman Sachs Group, Inc. (GSpRJ)"
GS_P_RK,"Goldman Sachs Group, Inc. (GSpRK)"
GS_P_RN,"Goldman Sachs Group, Inc. (GSpRN)"
GSS,Golden Star Resources Ltd. (GSS)
GSSC,Goldman Sachs ETF Trust (GSSC)
GSST,Goldman Sachs ETF Trust (GSST)
GST,Gastar Exploration Inc. (GST)
GST_1,Gastar Exploration Inc (GST)
GST_P_A,Gastar Exploration Inc. (GSTpA)
GST_P_B,Gastar Exploration Inc. (GSTpB)
GST_P_RA,Gastar Exploration Inc. (GSTpRA)
GST_P_RB,Gastar Exploration Inc. (GSTpRB)
GSUM,Gridsum Holding Inc (GSUM)
GSV,Gold Standard Ventures Corp (GSV)
GSVC,Sutter Rock Capital Corp (GSVC)
GSX,Gsx Techedu Inc (GSX)
GSX_1,"Gasco Energy, Inc. (GSX)"
GSY,Invesco Capital Management LLC (GSY)
GSY_1,Claymore Exchange-Traded Fund Trust (GSY)
GT,Goodyear Tire & Rubber Co. (GT)
GTAT,GT Advanced Technologies Inc (GTAT)
GTE,Gran Tierra Energy Inc (GTE)
GTE_1,Great Western Exploration Limited (GTE)
GTEC,Greenland Technologies Holding Corp (GTEC)
GTES,Gates Industrial Corporation plc (GTES)
GTF,Nuo Therapeutics Inc (GTF)
GTH,Genetron Holdings Ltd (GTH)
GTHX,G1 Therapeutics Inc (GTHX)
GTIM,Good Times Restaurants Inc. (GTIM)
GTIM_1,Good Times Restaurants Inc. (GTIM)
GTLS,Chart Industries Inc (GTLS)
GTN,"Gray Television, Inc. (GTN)"
GTNA,"Gray Television, Inc. (GTNA)"
GTN_A,"Gray Television, Inc. (GTN.A)"
GTO,Invesco Capital Management LLC (GTO)
GTO_1,Claymore Exchange-Traded Fund Trust (GTO)
GTS,Triple-S Management Corp (GTS)
GTT,GTT Communications Inc (GTT)
GTU,Central GoldTrust (GTU)
GTX,Garrett Motion Inc (GTX)
GTXW,Garrett Motion Inc (GTXw)
GTY,Getty Realty Corp. (GTY)
GTYH,GTY Technology Holdings Inc (GTYH)
GTYH_1,GTY Technology Holdings Inc (GTYH)
GTYHU,GTY Technology Holdings Inc (GTYHU)
GTYHW,GTY Technology Holdings Inc (GTYHW)
GUDB,Northern Lights Fund Trust IV (GUDB)
GUID,Guidance Software Inc. (GUID)
GULF,WisdomTree Trust (GULF)
GUNR,FlexShares Trust (GUNR)
GUR,SPDR S&P Emerging Europe (GUR)
GUR_1,SSgA Active Trust (GUR)
GURE,Gulf Resources Inc (GURE)
GURI,Global X Funds (GURI)
GURU,Global X Funds (GURU)
GUSH,Direxion Shares ETF Trust (GUSH)
GUSH_1,Canargo Energy Corp (GUSH)
GUT,Gabelli Utility Trust (GUT)
GUT_P_A,Gabelli Utility Trust (GUTpA)
GUT_P_C,Gabelli Utility Trust (GUTpC)
GUT_P_RA,Gabelli Utility Trust (GUTpRA)
GUT_P_RC,Gabelli Utility Trust (GUTpRC)
GUTR,Gabelli Utility Trust (GUTr)
GUTRW,Gabelli Utility Trust (GUTrw)
GV,Goldfield Corp. (GV)
GVA,Granite Construction Inc. (GVA)
GVAL,Cambria Investment Management LP (GVAL)
GVI,BlackRock Institutional Trust Company N.A. (GVI)
GVI_1,Vero Software Plc (GVI)
GVIP,Goldman Sachs ETF Trust (GVIP)
GVP,"GSE Systems, Inc. (GVP)"
GW,"Grey Wolf, Inc. (GW)"
GWACU,Good Works Acquisition Corp (GWACU)
GWB,Great Western Bancorp Inc (GWB)
GWGH,GWG Holdings Inc (GWGH)
GWPH,GW Pharmaceuticals (GWPH)
GWR_1,Genesee & Wyoming Inc. (GWR)
GWRE,Guidewire Software Inc (GWRE)
GWRS,Global Water Resources Inc (GWRS)
GWW,W.W. Grainger Inc. (GWW)
GWX,SSgA Active Trust (GWX)
GXC,SSgA Active Trust (GXC)
GXF,Global X Funds (GXF)
GXG,Global X Funds (GXG)
GXGX,Gx Acquisition Corp (GXGX)
GXGXU,Gx Acquisition Corp (GXGXU)
GXGXW,Gx Acquisition Corp (GXGXW)
GXP,Great Plains Energy Inc. (GXP)
GXP_P_A_,Great Plains Energy Inc. (GXPpA_)
GXP_P_B_CL,Great Plains Energy Inc. (GXPpB.CL)
GXTG,Global X Funds (GXTG)
GYA,Corporate Asset Backed Corporation (GYA)
GYB,Corporate Asset Backed Corporation (GYB)
GYB_1,Corporate Asset Backed Corporation (GYB)
GYB_CL,Corporate Asset Backed Corporation (GYB.CL)
GYC,Corporate Asset Backed Corporation (GYC)
GYEN,"AdvisorShares Investments, LLC (GYEN)"
GYLD,Arrow ETF Trust (GYLD)
GYLD_1,"Galey & Lord, Inc. (GYLD)"
GYMB,Gymboree Corp. (GYMB)
GYRO,Gyrodyne LLC (GYRO)
GZT,Gazit-Globe Ltd (GZT)
GZV,"Merrill Lynch & Co., Inc (GZV)"
H,Hyatt Hotels Corporation (H)
H_1,"Harcourt General, Inc. (H)"
HA,"Hawaiian Holdings, Inc. (HA)"
HABT,Habit Restaurants Inc (HABT)
HAC,Harbor Acquisition Corporation (HAC)
HACK,ETF Managers Group LLC (HACK)
HAC_U,(HAC.U)
HACV,BlackRock Institutional Trust Company N.A. (HACV)
HACW,BlackRock Institutional Trust Company N.A. (HACW)
HAC_WS,Harbor Acquisition Corporation (HAC.WS)
HAE,Haemonetics Corp. (HAE)
HAFC,Hanmi Financial Corp. (HAFC)
HAHA,CSOP Asset Management Limited (HAHA)
HAIL,SPDR Series Trust (HAIL)
HAIN,Hain Celestial Group Inc (HAIN)
HAIR,Venus Concept Inc (HAIR)
HAIR_1,Biostem U.S. Corp (HAIR)
HAKK,Direxion Shares ETF Trust (HAKK)
HAL,Halliburton Co. (HAL)
HALL,"Hallmark Financial Services, Inc (HALL)"
HALO,Halozyme Therapeutics Inc. (HALO)
HANS,Monster Beverage Corp (HANS)
HAO,Invesco China Small Cap ETF (HAO)
HAO_1,Invesco Capital Management LLC (HAO)
HAO_2,Claymore Exchange-Traded Fund Trust (HAO)
HAP,VanEck Vectors ETF Trust (HAP)
HAPP,Happiness Biotech Group Ltd (HAPP)
HARP,Harpoon Therapeutics Inc (HARP)
HAS,"Hasbro, Inc. (HAS)"
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc (HASI)
HASI_1,"Health Advancement Services, Inc. (HASI)"
HAUD,BlackRock Institutional Trust Company N.A. (HAUD)
HAUZ,DBX ETF Trust (HAUZ)
HAV,Helios Advantage Income Fund Inc (HAV)
HAWK,Blackhawk Network Holdings Inc (HAWK)
HAWX,BlackRock Institutional Trust Company N.A. (HAWX)
HAYN,Haynes International Inc. (HAYN)
HBAN,"Huntington Bancshares, Inc. (HBAN)"
HBANN,"Huntington Bancshares, Inc. (HBANN)"
HBANO,"Huntington Bancshares, Inc. (HBANO)"
HBANP,"Huntington Bancshares, Inc. (HBANP)"
HBB,Hamilton Beach Brands Holding Co (HBB)
HBCP,Home Bancorp Inc (HBCP)
HBE,Henry Bros. Electronics Inc (HBE)
HBI,Hanesbrands Inc (HBI)
HBI_1,House2Home Inc (HBI)
HBIO,Harvard Bioscience Inc. (HBIO)
HBK,Hamilton Bancorp Inc. (HBK)
HBM,Hudbay Minerals Inc. (HBM)
HBMD,Howard Bancorp Inc (HBMD)
HBMWS,Hudbay Minerals Inc. (HBMWS)
HBM_WS,Hudbay Minerals Inc. (HBM.WS)
HBNC,Horizon Bancorp Inc (IN) (HBNC)
HBP,"Huttig Building Products, Inc. (HBP)"
HBP_1,Helix Biopharma Corp. (HBP)
HBT,HBT Financial Inc (HBT)
HCA,HCA Healthcare Inc (HCA)
HCAC,Hennessy Capital Acquisition Corp IV (HCAC)
HCACU,Hennessy Capital Acquisition Corp IV (HCACU)
HCAC_U,Hennessy Capital Acquisition Corp III (HCAC.U)
HCAC_U_1,Daseke Inc (HCAC.U)
HCACW,Hennessy Capital Acquisition Corp IV (HCACW)
HCAP,Harvest Capital Credit Corp (HCAP)
HCAP_1,Homecapital Investment Corp. (HCAP)
HCAPL,Harvest Capital Credit Corp (HCAPL)
HCAPZ,Harvest Capital Credit Corp (HCAPZ)
HCAT,Health Catalyst Inc (HCAT)
HCBK,"Hudson City Bancorp, Inc. (HCBK)"
HCC,Warrior Met Coal Inc (HCC)
HCC_1,"HCC Insurance Holdings, Inc. (HCC)"
HCCH,HL Acquisitions Corp (HCCH)
HCCHR,HL Acquisitions Corp (HCCHR)
HCCHU,HL Acquisitions Corp (HCCHU)
HCCHW,HL Acquisitions Corp (HCCHW)
HCCI,Heritage-Crystal Clean Inc (HCCI)
HCCO,Healthcare Merger Corp (HCCO)
HCCOU,Healthcare Merger Corp (HCCOU)
HCCOW,Healthcare Merger Corp (HCCOW)
HCDI,Harbor Custom Development Inc (HCDI)
HCFT,Hunt Companies Finance Trust Inc (HCFT)
HCFT_P_A,Hunt Companies Finance Trust Inc (HCFTpA)
HCFT_P_A_CL,Hunt Companies Finance Trust Inc (HCFTpA.CL)
HCHC,HC2 Holdings Inc (HCHC)
HCI,HCI Group Inc (HCI)
HCKT,Hackett Group Inc (The) (HCKT)
HCLP,Hi-Crush Partners LP (HCLP)
HCM,Hutchison China Meditech Ltd. (HCM)
HCN_P_D_,"Health Care Reit, Inc. (HCNpD_)"
HCN_P_F_,"Health Care Reit, Inc. (HCNpF_)"
HCN_P_RI,Welltower Inc (HCNpRI)
HCOM,Hawaiian Telcom Holdco Inc (HCOM)
HCOR,Hartford Funds Exchange-Traded Trust (HCOR)
HCOR_1,"Healthcor Holdings, Inc. (HCOR)"
HCP_P_E_,HCP Inc (HCPpE_)
HCP_P_F_,HCP Inc (HCPpF_)
HCR,Hi-Crush Inc (HCR)
HCRF,BlackRock Institutional Trust Company N.A. (HCRF)
HCSG,"Healthcare Services Group, Inc. (HCSG)"
HCT,Hector Communications Corp. (HCT)
HCXY,Hercules Capital Inc (HCXY)
HCXZ,Hercules Capital Inc (HCXZ)
HD,"Home Depot, Inc. (HD)"
HDAW,DBX ETF Trust (HDAW)
HDB,HDFC Bank Ltd. (HDB)
HDEE,DBX Advisors LLC (HDEE)
HDEF,DBX ETF Trust (HDEF)
HDEZ,DBX Advisors LLC (HDEZ)
HDG,ProShares Trust (HDG)
HDGE,Advisorshares Trust (HDGE)
HDJ,"Merrill Lynch & Co., Inc (HDJ)"
HDLV,UBS AG London Branch (HDLV)
HDMV,First Trust Exchange-Traded Fund III (HDMV)
HDNG,Hardinge Inc. (HDNG)
HDP,Hortonworks Inc (HDP)
HDP_1,HD Partners Acquisition Corporation (HDP)
HDP_U,(HDP.U)
HDP_WS,HD Partners Acquisition Corporation (HDP.WS)
HDRW,WisdomTree Trust (HDRW)
HDS,HD Supply Holdings Inc (HDS)
HDS_1,Alpha Security Group Corporation (HDS)
HDSN,"Hudson Technologies, Inc. (HDSN)"
HDS_U,Alpha Security Group Corporation (HDS.U)
HDS_WS,Alpha Security Group Corporation (HDS.WS)
HDV,BlackRock Institutional Trust Company N.A. (HDV)
HDY,Hyperdynamics Corp. (HDY)
HE,"Hawaiian Electric Industries, Inc. (HE)"
HEAR,Turtle Beach Corp (HEAR)
HEAT,Smartheat Inc (HEAT)
HEB,"Hemispherx Biopharma, Inc. (HEB)"
HEBT,Hebron Technology Co Ltd (HEBT)
HEBT_1,Hebron Technology Co Ltd (HEBT)
HEC,Hudson Executive Investment Corp (HEC)
HECCU,Hudson Executive Investment Corp (HECCU)
HECCW,Hudson Executive Investment Corp (HECCW)
HECO,Strategy Shares (HECO)
HECO_1,Hallwood Energy Corp. (HECO)
HEDJ,WisdomTree Trust (HEDJ)
HEEM,BlackRock Institutional Trust Company N.A. (HEEM)
HEES,H&E Equipment Services Inc (HEES)
HEFA,BlackRock Institutional Trust Company N.A. (HEFA)
HEFV,BlackRock Institutional Trust Company N.A. (HEFV)
HEI,Heico Corp. (HEI)
HEIA,Heico Corp. (HEIA)
HEI_A,Heico Corp. (HEI.A)
HEK_U,Nuverra Environmental Solutions Inc (HEK.U)
HEK_WS,Nuverra Environmental Solutions Inc (HEK.WS)
HELE,Helen of Troy Ltd (HELE)
HEM,Hemosense Inc (HEM)
HEMV,BlackRock Institutional Trust Company N.A. (HEMV)
HEP,Holly Energy Partners L.P. (HEP)
HEPA,Hepion Pharmaceuticals Inc (HEPA)
HE_P_RU,HECO Capital Trust III (HEpRU)
HE_P_U,Hawaiian Electric Industries Inc (HEpU)
HE_P_U_CL,HECO Capital Trust III (HEpU.CL)
HEQ,John Hancock Hedged equity & Income Fund (HEQ)
HERO,Global X Funds (HERO)
HERO_1,Hercules Offshore Inc (HERO)
HES,Hess Corporation (HES)
HESM,Hess Midstream LP (HESM)
HESM_1,Hess Midstream Partners LP (HESM)
HES_P_A,Hess Corporation (HESpA)
HES_P_RA,Hess Corporation (HESpRA)
HEUS,BlackRock Institutional Trust Company N.A. (HEUS)
HEUV,BlackRock Institutional Trust Company N.A. (HEUV)
HEV,Ener1 Inc. (HEV)
HEVY,Barclays Bank PLC (HEVY)
HEWC,BlackRock Institutional Trust Company N.A. (HEWC)
HEWG,BlackRock Institutional Trust Company N.A. (HEWG)
HEWI,BlackRock Institutional Trust Company N.A. (HEWI)
HEWJ,BlackRock Institutional Trust Company N.A. (HEWJ)
HEWL,BlackRock Institutional Trust Company N.A. (HEWL)
HEWP,BlackRock Institutional Trust Company N.A. (HEWP)
HEWU,BlackRock Institutional Trust Company N.A. (HEWU)
HEWW,BlackRock Institutional Trust Company N.A. (HEWW)
HEWY,BlackRock Institutional Trust Company N.A. (HEWY)
HEXO,HEXO Corp (HEXO)
HEZU,BlackRock Institutional Trust Company N.A. (HEZU)
HF,HFF inc. (HF)
HFB,"Merrill Lynch & Co., Inc (HFB)"
HFBC,"Hopfed Bancorp, Inc. (HFBC)"
HFBL,Home Federal Bancorp Inc (Louisiana) (HFBL)
HFBL_1,Home Federal Bancorp Inc (Louisiana) (HFBL)
HFC,HollyFrontier Corp (HFC)
HFFG,HF Foods Group Inc. (HFFG)
HFRO,Highland Income Fund (HFRO)
HFRO_P_A,Highland Income Fund (HFROpA)
HFWA,Heritage Financial Corp. (HFWA)
HFXE,IndexIQ ETF Trust (HFXE)
HFXI,IndexIQ ETF Trust (HFXI)
HFXJ,IndexIQ ETF Trust (HFXJ)
HGBL,Heritage Global Inc (HGBL)
HGEN,Humanigen Inc (HGEN)
HGEU,ProShare Advisors LLC (HGEU)
HGH,Hartford Financial Services Group Inc. (HGH)
HGI,Invesco Capital Management LLC (HGI)
HGI_1,Claymore Exchange-Traded Fund Trust (HGI)
HGJP,ProShare Advisors LLC (HGJP)
HGLB,Highland Global Credit Allocation Fund. (HGLB)
HGN_A,(HGN.A)
HGSD,WisdomTree Trust (HGSD)
HGSH,China HGS Real Estate Inc (HGSH)
HGSI,Human Genome Sciences Inc. (HGSI)
HGT,Hugoton Royalty Trust (HGT)
HGV,Hilton Grand Vacations Inc (HGV)
HH,"Hooper Holmes, Inc. (HH)"
HHC,Howard Hughes Corporation (HHC)
HHH,"Merrill Lynch & Co., Inc (HHH)"
HHHH,Scienjoy Holding Corporation (HHHH)
HHHHR,Wealthbridge Acquisition Limited (HHHHR)
HHR,HeadHunter Group PLC (HHR)
HHS,"Harte-Hanks, Inc. (HHS)"
HHT,Color Star Technology Company Ltd (HHT)
HHYX,BlackRock Institutional Trust Company N.A. (HHYX)
HI,Hillenbrand Inc (HI)
HI_1,"Household International, Inc. (HI)"
HIA,Highlands Acquisition Corp (HIA)
HIA_U,Highlands Acquisition Corp (HIA.U)
HIA_WS,Highlands Acquisition Corp (HIA.WS)
HIBB,Hibbett Sports Inc (HIBB)
HIBL,Direxion Shares ETF Trust (HIBL)
HIBS,Direxion Shares ETF Trust (HIBS)
HIE,Miller/Howard High Income Equity Fund (HIE)
HIFR,Infrareit Inc (HIFR)
HIFS,Hingham Institution For Savings (HIFS)
HIG,Hartford Financial Services Group Inc. (HIG)
HIG_P_G,Hartford Financial Services Group Inc. (HIGpG)
HIGWS,Hartford Financial Services Group Inc. (HIGWS)
HIG_WS,Hartford Financial Services Group Inc. (HIG.WS)
HIHO,Highway Holdings Ltd. (HIHO)
HII,Huntington Ingalls Industries Inc (HII)
HIL,Hill International Inc (HIL)
HIL_1,Dot Hill Systems Corp. (HIL)
HILO,Columbia ETF Trust II (HILO)
HIMX,Himax Technologies (HIMX)
HIO,Western Asset High Income Opportunity Fund Inc (HIO)
HIPS,GraniteShares Gold Trust (HIPS)
HIPS_1,ETF Series Solutions Trust (HIPS)
HITK,"Hi-Tech Pharmacal Co., Inc. (HITK)"
HIVE,Aerohive Networks Inc (HIVE)
HIW,"Highwoods Properties, Inc. (HIW)"
HIX,Western Asset High Income Fund II Inc (HIX)
HJA,MS Structured Asset Corp (HJA)
HJG,MS Structured Asset Corp (HJG)
HJJ,MS Structured Asset Corp (HJJ)
HJL,MS Structured Asset Corp (HJL)
HJLI,Hancock Jaffe Laboratories Inc (HJLI)
HJLIW,Hancock Jaffe Laboratories Inc (HJLIW)
HJPX,BlackRock Institutional Trust Company N.A. (HJPX)
HJR,MS Structured Asset Corp (HJR)
HJT,MS Structured Asset Corp (HJT)
HJV,MS Structured Asset Corp (HJV)
HK,Halcon Resources Corp (HK)
HK_1,Halcon Resources Corp (HK)
HKIB,Amtd International Inc (HKIB)
HKN,HKN Inc (HKN)
HKWS,Halcon Resources Corp (HKWS)
HK_WS,Halcon Resources Corp (HK.WS)
HL,Hecla Mining Co. (HL)
HLAL,Listed Funds Trust (HLAL)
HLCS,Helicos BioSciences Corporation (HLCS)
HLD_U,Ultimate Escapes Inc (HLD.U)
HLD_WS,Ultimate Escapes Inc (HLD.WS)
HLF,Herbalife Nutrition Ltd (HLF)
HLG,Hailiang Education Group Inc (HLG)
HLI,Houlihan Lokey Inc (HLI)
HLIO,Helios Technologies Inc (HLIO)
HLIT,"Harmonic, Inc. (HLIT)"
HLM_P,Hillman Group Capital Trust (HLMp)
HLM_P__,Hillman Group Capital Trust (HLMp_)
HLM_P_R,Hillman Group Capital Trust (HLMpR)
HLNE,Hamilton Lane Inc (HLNE)
HL_P_B,Hecla Mining Co. (HLpB)
HL_P_RB,Hecla Mining Co. (HLpRB)
HLT,Hilton Worldwide Holdings Inc (HLT)
HLT_1,Park Hotels & Resorts Inc. (HLT)
HLTH,Nobilis Health Corporation (HLTH)
HLTH_1,Nobilis Health Corp (HLTH)
HLX,Helix Energy Solutions Group Inc (HLX)
HMC,Honda Motor (HMC)
HME,"Home Properties, Inc. (HME)"
HMG,HMG Courtland Properties Inc. (HMG)
HMHC,Houghton Mifflin Harcourt Co (HMHC)
HMI,Huami Corp (HMI)
HMIN,Homeinns Hotel Group (HMIN)
HMLP,Hoegh LNG Partners LP (HMLP)
HMLP_P_A,Hoegh LNG Partners LP (HMLPpA)
HMLP_P_RA,Hoegh LNG Partners LP (HMLPpRA)
HMN,Horace Mann Educators Corp. (HMN)
HMNF,HMN Financial Inc. (HMNF)
HMNY,Helios and Matheson Analytics Inc (HMNY)
HMOP,Hartford Funds Exchange-Traded Trust (HMOP)
HMR,Sports Properties Acquisition Corp (HMR)
HMR_U,Sports Properties Acquisition Corp (HMR.U)
HMR_WS,Sports Properties Acquisition Corp (HMR.WS)
HMST,HomeStreet Inc (HMST)
HMST_1,Homestead Bank (GA) (HMST)
HMSY,HMS Holdings Corp (HMSY)
HMTA,HomeTown Bankshares Corp (HMTA)
HMTV,Hemisphere Media Group Inc (HMTV)
HMY,Harmony Gold Mining Co Ltd (HMY)
HNB,Herald National Bank New York (HNB)
HNDL,Strategy Shares (HNDL)
HNGR,Hanger Inc (HNGR)
HNH,Handy & Harman Ltd (HNH)
HNI,HNI Corp. (HNI)
HNNA,Hennessy Advisors Inc (HNNA)
HNP,Huaneng Power International Inc. (HNP)
HNRG,Hallador Energy Co (HNRG)
HNSN,Hansen Medical Inc (HNSN)
HNT,"Health Net, Inc. (HNT)"
HNW,Pioneer Diversified High Income Trust. (HNW)
HOFT,Hooker Furniture Corp (HOFT)
HOFT_1,Homestake Oil & Gas Co (HOFT)
HOFV,Hall of Fame Resort & Entertainment Company (HOFV)
HOFVW,Hall of Fame Resort & Entertainment Company (HOFVW)
HOG,"Harley-Davidson, Inc. (HOG)"
HOGS,Zhongpin Inc (HOGS)
HOLD,Advisorshares Trust (HOLD)
HOLI,Hollysys Automation Technologies Ltd (HOLI)
HOL_U,China Ceramics Co Ltd (HOL.U)
HOLUU,Holicity Inc (HOLUU)
HOL_WS,China Ceramics Co Ltd (HOL.WS)
HOLX,"Hologic, Inc. (HOLX)"
HOMB,Home Bancshares Inc (HOMB)
HOME,At Home Group Inc (HOME)
HOME_1,Home Federal Bancorp Inc (MD) (HOME)
HOML,UBS AG London Branch (HOML)
HON,Honeywell International Inc (HON)
HONE,HarborOne Bancorp Inc. (HONE)
HONE_1,HarborOne Bancorp Inc (HONE)
HONR,Exchange Listed Funds Trust (HONR)
HOOK,Hookipa Pharma Inc (HOOK)
HOPE,Hope Bancorp Inc (HOPE)
HOPE_1,Hopefluent Group Holdings Ltd. (HOPE)
HOS,Hornbeck Offshore Services Inc (HOS)
HOTH,Hoth Therapeutics Inc (HOTH)
HOTT,Hot Topic Inc. (HOTT)
HOV,"Hovnanian Enterprises, Inc. (HOV)"
HOVNP,"Hovnanian Enterprises, Inc. (HOVNP)"
HP,"Helmerich & Payne, Inc. (HP)"
HPB,Morgan Stanley (HPB)
HPD,Morgan Stanley (HPD)
HPD_1,(HPD)
HPE,Hewlett Packard Enterprise Co (HPE)
HPEW,Hewlett Packard Enterprise Co (HPE WI)
HPF,John Hancock Preferred Income Fund II (HPF)
HPI,John Hancock Preferred Income Fund (HPI)
HPJ,Highpower International Inc (HPJ)
HPK,HighPeak Energy Inc (HPK)
HPM,(HPM)
HPP,Hudson Pacific Properties Inc (HPP)
HPP_1,"Healthy Planet Products, Inc. (HPP)"
HPQ,HP Inc (HPQ)
HPR,HighPoint Resources Corp (HPR)
HPS,John Hancock Preferred Income Fund III (HPS)
HPS_1,Plan Vista Corp. (HPS)
HPX,HPX Corp (HPX)
HPX_U,HPX Corp (HPX.U)
HQBD,Hartford Funds Exchange-Traded Trust (HQBD)
HQCL,Hanwha Q CELLS Co Ltd (HQCL)
HQH,Tekla Healthcare Investors (HQH)
HQI,HireQuest Inc (HQI)
HQL,Tekla Life Sciences Investors (HQL)
HQS,HQ Sustainable Maritime Industries Inc. (HQS)
HQY,Healthequity Inc (HQY)
HR,"Healthcare Realty Trust, Inc. (HR)"
HRB,H&R Block Inc. (HRB)
HRBN,Harbin Electric Inc. (HRBN)
HRC,Hill-Rom Holdings Inc (HRC)
HRI,Herc Holdings Inc (HRI)
HRL,Hormel Foods Corp. (HRL)
HRMY,Harmony Biosciences Holdings Inc (HRMY)
HRO,"Merrill Lynch & Co., Inc (HRO)"
HROW,Harrow Health Inc (HROW)
HRTG,Heritage Insurance Holdings Inc. (HRTG)
HRTX,Heron Therapeutics Inc (HRTX)
HRZN,Horizon Technology Finance Corp (HRZN)
HSACU,Immunovant Inc (HSACU)
HSACW,Immunovant Inc (HSACW)
HSAQ,Health Sciences Acquisitions Corp 2 (HSAQ)
HSBC,HSBC Holdings plc (HSBC)
HSBC_P_A,HSBC Holdings plc (HSBCpA)
HSBC_P_RA,HSBC Holdings plc (HSBCpRA)
HSC,Harsco Corp. (HSC)
HSCZ,BlackRock Institutional Trust Company N.A. (HSCZ)
HSDT,Helius Medical Technologies Inc (HSDT)
HSEA,HSBC Holdings plc (HSEA)
HSEA_CL,HSBC Holdings plc (HSEA.CL)
HSEB,HSBC Holdings plc (HSEB)
HSEB_CL,HSBC Holdings plc (HSEB.CL)
HSIC,Henry Schein Inc. (HSIC)
HSII,"Heidrick & Struggles International, Inc. (HSII)"
HSJ,"Merrill Lynch & Co., Inc (HSJ)"
HSKA,Heska Corp. (HSKA)
HSNI,HSN Inc (HSNI)
HSON,Hudson Global Inc (HSON)
HSPX_1,Horizons ETF Trust I (HSPX)
HSR,Hi-Shear Technology Corp. (HSR)
HSRT,Hartford Funds Exchange-Traded Trust (HSRT)
HST,Host Hotels & Resorts Inc (HST)
HST_1,Hartstone Group plc (HST)
HSTM,Healthstream Inc (HSTM)
HSTO,Histogen Inc (HSTO)
HSY,Hershey Company (HSY)
HT,Hersha Hospitality Trust (HT)
HTA,Healthcare Trust of America Inc (HTA)
HTAB,Hartford Funds Exchange-Traded Trust (HTAB)
HTBI,HomeTrust Bancshares Inc (HTBI)
HTBK,Heritage Commerce Corp. (HTBK)
HTBX,Heat Biologics Inc (HTBX)
HTC,HUGHES Telematics Inc (HTC)
HTC_1,Hungarian Telephone & Cable Corp. (HTC)
HTCH,Hutchinson Technology Inc. (HTCH)
HTC_U,HUGHES Telematics Inc (HTC.U)
HTC_WS,HUGHES Telematics Inc (HTC.WS)
HTD,John Hancock Tax- Advantaged Dividend Income (HTD)
HTEC,Exchange Traded Concepts Trust (HTEC)
HTF,Horizon Technology Finance Corp (HTF)
HTFA,Horizon Technology Finance Corp (HTFA)
HTF_CL,Horizon Technology Finance Corporation (HTF.CL)
HTGC,Hercules Capital Inc (HTGC)
HTGM,HTG Molecular Diagnostics Inc (HTGM)
HTGX,Hercules Capital Inc (HTGX)
HTH,Hilltop Holdings Inc (HTH)
HTHT,Huazhu Group Limited (HTHT)
HTIA,Healthcare Trust Inc (HTIA)
HTLD,"Heartland Express, Inc. (HTLD)"
HTLF,"Heartland Financial USA, Inc. (HTLF)"
HTLFP,"Heartland Financial USA, Inc. (HTLFP)"
HTM_1,U.S. Geothermal Inc (HTM)
HT_P_A_,Hersha Hospitality Trust (HTpA_)
HT_P_C,Hersha Hospitality Trust (HTpC)
HT_P_D,Hersha Hospitality Trust (HTpD)
HT_P_E,Hersha Hospitality Trust (HTpE)
HT_P_RC,Hersha Hospitality Trust (HTpRC)
HT_P_RD,Hersha Hospitality Trust (HTpRD)
HT_P_RE,Hersha Hospitality Trust (HTpRE)
HTRB,Hartford Funds Exchange-Traded Trust (HTRB)
HTUS,Hull Tactical Asset Allocation LLC (HTUS)
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund (HTY)
HTZ,Hertz Global Holdings Inc. (HTZ)
HTZR,Hertz Global Holdings Inc. (HTZr)
HUBB,Hubbell Inc. (HUBB)
HUBG,"Hub Group, Inc. (HUBG)"
HUBS,HubSpot Inc (HUBS)
HUD,Hudson Ltd (HUD)
HUGE,FSD Pharma Inc (HUGE)
HUIZ,Huize Holding Ltd (HUIZ)
HUM,Humana Inc. (HUM)
HUN,Huntsman Corp (HUN)
HUN_1,Hunt Corp. (HUN)
